area,rooms,floor,year_of_construction,price
85,3,10,2001,197747
64,2,5,1977,93716
99,4,6,2020,225008
83,3,9,1951,243136
69,3,7,2010,116574
57,1,5,1963,100610
117,5,8,1984,312861
107,5,9,1998,280078
89,4,7,2021,162738
50,2,1,1973,71867
56,1,9,1983,79182
68,2,6,1977,146124
84,3,9,1990,170368
112,5,6,2012,276475
59,2,5,1977,121450
59,1,8,1951,159586
94,4,4,1995,208807
110,4,1,2013,209478
58,2,7,1993,89066
68,3,5,1960,184134
104,5,1,1997,222931
65,3,4,1996,116382
110,5,9,1975,229584
58,1,8,1991,84241
97,4,2,1967,214338
89,4,4,2015,202015
74,3,6,2018,145310
60,2,10,1966,114941
98,4,1,1998,152950
86,3,9,2018,194713
75,3,2,2012,174153
93,4,10,1990,232935
60,3,3,1999,104576
71,2,9,1968,170427
93,4,1,1969,201583
74,3,9,1951,244173
89,3,10,1976,151392
106,5,4,2006,258335
101,5,7,1999,228860
84,4,8,2020,160704
80,4,7,1970,187243
54,1,2,1967,105755
90,4,3,2019,189575
115,4,1,1959,315652
70,2,5,1965,158551
83,4,9,2007,172170
117,4,9,1997,279091
66,2,8,2014,101202
91,3,3,2007,154982
57,1,7,1997,97950
83,4,1,2021,151617
93,3,6,2011,164873
50,1,1,1984,64026
100,4,8,1959,229425
93,4,5,1987,235981
90,4,2,2011,219353
70,3,3,1973,166176
96,3,3,2021,181580
57,2,5,1959,121115
120,5,7,1978,318514
118,4,3,1960,338423
91,3,10,1956,202161
81,3,8,2020,177569
111,4,9,1971,232564
51,1,4,2017,72827
90,3,3,1987,203696
91,3,3,2020,191690
71,2,8,1995,147135
103,4,8,1957,307318
88,3,5,1983,160162
101,5,1,1980,191751
97,4,3,1950,309482
107,4,7,2003,185177
52,2,3,1971,86744
63,2,1,1956,160478
76,2,3,2015,117616
63,3,6,2018,138840
95,3,6,2021,213256
107,4,9,1989,242467
54,2,4,1956,143269
99,3,6,2000,162159
100,4,1,1995,231205
74,3,3,1958,180907
58,1,5,1981,93426
108,5,1,1956,316747
85,4,1,2005,145588
88,3,1,2020,138649
102,5,10,1992,225810
74,2,7,2022,134778
74,2,1,1994,144080
56,2,8,1994,86666
74,3,1,1994,129282
73,2,2,1999,120958
52,1,3,2022,94959
75,2,3,1975,124024
95,3,4,1961,267267
101,4,8,1990,203061
95,3,10,1961,217394
90,4,6,1991,205609
113,4,10,1966,330659
57,2,6,1979,91742
60,3,8,1969,110554
52,2,3,1989,105764
116,5,10,1968,299712
90,3,2,2015,191134
80,4,9,2017,163379
73,3,9,2007,159465
116,4,5,1988,200881
72,3,6,1971,165030
71,3,8,1972,154192
66,3,8,1965,168416
66,3,9,1968,173135
113,4,8,2004,251902
100,4,6,2008,236031
50,2,4,2011,81973
119,4,1,2020,222631
69,2,5,2010,131154
85,3,6,1972,162707
51,1,5,2000,98197
58,1,9,1995,77410
87,3,10,1956,266901
76,3,3,1987,158127
89,3,4,1971,191047
120,4,8,1988,285048
119,5,3,1998,222386
51,1,7,1952,114826
119,4,4,1994,259135
63,2,9,1956,142921
120,5,3,1952,484548
97,3,5,1955,285564
67,3,3,2018,156963
89,3,1,1952,234053
97,4,1,1975,216925
72,3,7,1973,149031
87,4,8,2001,191950
78,3,2,1989,162018
92,3,5,2017,147703
105,4,2,2012,196266
55,1,1,2020,80318
102,5,9,1966,226159
83,3,10,2015,151184
93,4,2,1954,244115
109,4,8,1985,247207
95,4,9,1952,300531
50,2,2,1981,105284
83,4,4,1959,271768
92,3,8,1970,169797
54,1,3,2016,91007
114,5,6,1967,270692
75,3,2,2002,154333
95,3,5,2001,195980
60,3,6,2013,117622
96,4,8,1974,181823
79,2,10,1994,160542
50,1,1,1981,81169
68,2,9,1976,116659
96,3,3,2002,216873
100,5,6,1952,297050
84,3,1,2012,149607
114,4,2,1992,287290
81,3,3,1964,182966
90,3,4,1971,154983
114,5,3,1978,280969
84,3,2,1996,151086
83,3,3,2018,188133
88,3,4,2013,161876
103,4,2,1971,222304
95,4,9,1984,181843
118,4,2,1966,241425
78,2,7,1973,138900
116,4,3,1997,199507
96,4,6,1995,228410
82,4,7,2017,186365
101,4,9,1995,196743
93,3,9,1952,317090
90,3,3,1951,267558
72,3,7,1964,197446
89,4,7,1978,155793
81,3,10,2022,150966
119,4,3,2015,215605
100,5,5,1992,276410
109,4,2,1957,373283
86,3,8,1957,259666
100,4,8,2002,185056
86,3,9,2009,187335
93,3,3,1993,151873
66,2,6,1982,141241
67,2,9,1999,101022
103,5,4,1954,300944
90,4,10,2013,230343
91,4,6,1964,198097
114,4,6,1958,366246
69,3,5,1965,193294
54,1,6,2015,96583
91,3,8,2014,174917
62,2,9,2002,98070
101,5,1,1974,204977
80,4,5,1962,173625
62,2,7,2016,121789
78,3,6,1994,154138
92,3,5,1954,240817
62,3,1,1957,173093
70,3,6,1964,176645
118,5,3,1957,380715
74,3,8,1962,178529
81,4,7,2021,147096
72,2,7,1964,180577
88,3,1,2013,153916
79,2,4,2011,143914
79,3,7,1997,126574
50,1,10,1966,105717
88,4,6,2011,163148
51,1,6,1957,93054
116,5,7,1953,392792
71,3,10,1988,144400
83,4,9,1951,247507
63,3,3,2000,138308
92,4,5,1981,213575
101,4,8,1994,224172
98,3,3,1972,203343
77,3,2,2001,139418
50,2,10,2010,86331
94,3,5,1956,274225
118,4,6,2006,247921
112,4,1,1956,352611
79,2,2,1969,140133
64,3,5,1953,146939
80,3,8,1976,144347
118,5,2,1970,323139
94,3,8,1959,291996
81,4,4,1970,188643
94,3,2,1987,170927
68,2,5,1984,117214
107,4,7,1981,257343
119,4,7,2022,302156
65,2,1,1987,100777
70,2,9,2014,128674
63,3,10,1969,145803
85,3,7,1988,188056
97,3,7,2002,221037
94,3,4,2012,191178
65,2,7,1964,140810
114,4,10,1953,366245
90,3,6,1977,170163
99,3,8,2018,191716
59,1,8,1983,104283
77,2,1,1970,163414
72,3,3,2000,162575
99,4,1,1968,228752
78,2,4,1965,194534
115,5,7,1966,266353
90,3,6,2002,183943
72,2,10,2015,132755
106,4,6,1954,378710
112,5,8,1989,291102
51,1,6,1995,80234
54,2,9,1982,110446
72,3,7,2004,164106
71,3,4,2001,140019
65,2,1,2019,114138
90,3,9,1997,165168
73,3,4,1965,157618
53,2,4,1993,80731
116,4,5,1986,289578
71,2,3,2004,122827
55,1,5,2018,102440
104,5,8,2016,280191
83,4,5,2018,183208
116,4,6,1978,226027
89,3,5,1976,204064
73,2,3,1995,149960
91,4,8,1968,259351
56,1,9,2021,106500
96,4,6,1997,229541
71,3,10,1999,143383
71,2,3,1960,171537
81,4,10,1988,165166
97,3,10,1970,251235
51,1,2,1998,90335
66,3,8,1982,130034
108,4,9,1989,220892
80,3,6,1977,135672
66,2,8,2002,118722
111,5,7,1986,272234
75,2,6,1955,167838
58,1,5,1973,99971
68,2,9,2008,119645
63,2,7,1973,139263
59,2,8,1991,96947
93,4,7,1958,260624
78,2,5,1998,167118
98,3,5,2007,180574
106,5,8,1999,286547
96,4,4,1963,239186
79,3,2,1977,147558
74,2,7,2018,137265
69,3,1,1995,113493
52,1,9,1957,101268
64,2,9,1983,114961
51,1,5,2011,98607
113,4,4,2011,269329
53,2,7,1971,118975
68,3,4,1964,169270
105,4,6,1953,384090
52,1,8,1968,80173
120,4,8,2011,259046
91,4,5,1962,285534
103,4,6,1952,301505
54,2,10,1971,124269
92,4,10,2022,199124
73,3,10,2004,125830
106,4,5,1961,301149
53,2,6,1956,126339
83,3,5,1960,172913
110,4,6,1996,227206
97,3,9,1971,174025
119,5,3,1955,352025
113,5,1,1950,424332
54,1,8,1956,107893
65,3,6,1994,133875
66,3,7,2017,136000
89,4,8,1991,195883
81,3,6,2017,141693
119,4,1,2014,267312
68,2,3,2003,125080
119,5,5,2004,225931
97,4,4,1996,181362
92,3,9,1963,265914
104,4,10,2016,188392
54,2,8,2015,81893
65,3,1,1995,124396
78,3,2,1958,173306
50,2,1,1995,76047
100,4,9,2008,199006
76,3,3,2015,131126
85,3,9,2021,180974
83,4,6,1979,155613
63,2,5,1983,120827
54,1,3,1972,102261
98,4,8,1953,293604
64,3,1,1971,127347
98,3,6,2021,193837
51,2,7,1965,99216
50,1,2,1995,70038
82,3,3,1998,166510
97,3,9,1992,218593
112,4,6,1966,331097
89,3,2,2004,152706
115,5,3,1987,291965
115,5,7,2018,259702
117,4,6,1958,276780
109,5,1,1977,184198
104,5,2,2021,267089
67,2,1,2011,131911
65,3,5,2000,122212
58,2,6,1951,156069
105,4,8,1987,263740
108,4,8,1957,302513
75,2,4,1981,162843
92,4,3,2014,234675
60,2,7,2006,105470
113,4,4,1987,260567
78,3,2,1984,154270
88,3,10,1978,151582
69,3,3,1992,133074
117,5,8,1988,320281
78,3,4,2011,169248
61,3,4,1968,144345
60,3,10,1985,96462
108,4,2,1953,301220
63,2,7,2005,115788
103,4,10,1974,220425
67,2,8,2019,140778
62,2,1,2022,120171
94,4,5,1976,163695
57,2,7,1965,101960
86,3,10,1975,179003
68,2,6,1988,120036
88,4,7,2003,187092
96,3,3,1966,264129
112,5,8,1980,290364
98,3,7,1991,162917
96,3,3,1980,180439
94,3,1,1985,196848
107,4,9,2012,194015
53,1,9,1954,113681
83,4,1,1964,200463
78,3,4,2005,145278
105,5,2,1993,248036
109,5,2,1954,288506
58,2,5,1983,98983
116,5,7,2008,280042
90,3,9,1991,165890
73,3,2,2008,168220
58,1,6,1995,110943
81,4,10,2014,203963
90,4,7,2007,219737
79,2,1,1991,113144
79,3,9,2015,183590
63,3,3,2007,125072
120,4,9,1987,214065
102,4,9,2011,200380
111,5,4,1980,291602
80,3,3,1976,189550
66,2,5,1965,151584
60,2,9,1957,136210
65,2,9,2005,120219
92,3,10,1989,167775
107,4,1,2017,225618
114,5,3,2004,307867
117,4,6,1968,260641
66,3,7,1991,153316
90,4,2,1983,155550
79,2,6,1972,157878
84,4,2,1953,241866
56,1,2,1964,125127
100,4,1,1965,212911
93,3,10,2014,203323
97,4,6,1996,177603
102,4,4,1999,228967
52,2,10,2019,112787
101,4,7,1974,238370
92,3,9,1968,166325
79,3,1,1992,141833
73,3,8,2004,168898
63,2,10,1983,107531
70,3,3,1951,239693
119,5,5,1955,320017
65,2,1,1973,123240
71,2,4,1955,189588
104,5,2,2016,235932
92,3,10,2021,181487
99,3,4,1991,160138
63,2,7,1960,121769
81,4,9,1950,288736
81,4,3,2020,142025
73,2,4,1981,157713
83,3,10,1977,137141
56,2,3,1984,110449
50,2,4,1983,100185
99,3,4,2020,197368
106,5,3,2002,290119
120,4,5,2016,215991
115,5,6,1992,284562
63,2,2,1995,116838
66,3,6,2018,133718
110,5,3,1952,362703
72,2,7,1956,212742
67,2,5,2017,140839
107,4,1,2021,245484
106,4,10,1979,231790
55,2,4,1964,133212
109,5,7,1973,246371
92,4,10,1951,323239
79,3,8,2015,181122
67,2,4,1959,190938
118,4,5,1961,281343
94,4,9,2009,215240
67,2,3,2009,122649
110,4,1,2013,214914
111,5,3,1980,206920
97,3,7,1959,248685
86,4,7,1972,188188
91,3,9,1983,162435
90,4,1,1999,202384
118,5,3,2006,277898
52,2,8,1963,133891
71,2,7,2021,153859
58,1,3,1983,93492
100,5,8,1995,209475
60,2,9,1991,130433
93,3,10,1960,235269
57,2,2,2004,97463
66,3,2,1983,142979
81,3,4,1987,144838
84,4,10,2001,178616
98,4,4,2014,171896
80,4,3,1983,140882
119,4,10,1973,316992
87,4,7,1957,289410
63,2,4,1965,150655
56,1,7,2007,95846
104,4,2,1975,264302
54,1,9,2012,76166
56,1,1,2017,78645
80,4,5,1967,220529
76,3,2,1960,228797
119,5,2,1981,280399
113,4,7,1970,269088
91,3,4,2002,198818
97,3,4,1961,227595
51,2,10,1955,119882
59,2,2,1998,108360
86,4,9,2003,220473
85,3,4,1963,216243
51,2,7,1960,114712
57,1,7,2006,107215
53,1,10,1973,104734
65,2,1,2009,118683
58,2,3,1984,85790
69,2,5,2010,120053
118,4,5,1955,319287
54,2,9,1989,86906
58,2,1,1969,127847
79,2,4,1978,146457
112,5,3,1955,392696
62,2,7,2013,109492
97,4,1,1974,175115
53,1,6,2016,89023
92,4,2,1956,241513
74,2,6,1978,126948
65,2,5,2015,136471
105,4,3,1978,200024
58,2,1,1978,87726
86,4,5,2020,183808
111,4,2,1982,282305
61,3,7,1991,130191
113,4,7,1991,212159
57,2,3,2001,123417
117,4,9,1973,265368
119,5,9,2009,272325
91,4,4,2002,205011
61,3,7,1997,129646
56,2,6,1967,98456
66,3,3,1956,205074
101,5,8,1959,295236
65,2,8,2002,97286
57,2,1,1952,154677
103,4,4,1996,184100
60,3,9,1959,171155
115,5,8,1965,273976
101,4,6,1984,211370
95,3,6,1955,235106
113,4,7,1982,221642
52,2,3,1982,95301
54,2,2,1965,134947
95,3,2,2012,210506
102,5,5,1962,246824
79,2,9,2012,144956
104,4,8,1955,253885
113,5,5,1975,305955
74,3,4,1995,153810
98,4,6,1974,189949
61,3,7,1988,113640
79,2,8,1965,151366
100,5,4,1961,242226
59,2,4,2006,101611
100,4,5,1988,229664
118,5,6,2003,281343
54,2,5,1978,111692
95,4,5,2004,185944
113,4,8,1976,235940
108,5,2,1967,254334
93,3,3,1982,192107
118,4,4,2009,254400
97,4,2,1962,212627
73,3,7,2006,162966
99,3,9,1994,232482
106,5,7,1967,245790
86,4,3,1998,179391
76,3,3,2005,164166
78,2,2,1989,144020
97,3,5,2020,164078
60,2,4,1992,121806
68,2,9,1953,190228
90,4,2,1996,198581
110,4,9,1974,226466
52,2,9,1978,81785
78,2,3,1981,122013
118,4,4,1990,221981
111,5,2,1973,300618
59,2,7,1976,88981
106,4,3,1953,266110
79,2,1,1969,142966
58,2,9,2016,121352
83,3,4,1966,230676
76,2,6,1989,160047
51,1,7,1966,92117
54,1,6,1986,94852
104,4,9,1950,297910
71,3,4,1971,151892
107,5,5,2010,203325
69,3,6,1978,141559
78,3,6,2005,163034
100,5,3,1983,227588
114,4,9,2011,270760
59,2,1,2003,106472
54,1,5,1993,99973
55,2,3,1963,110704
70,3,8,1951,205442
56,1,1,1978,78050
65,2,9,1972,142105
104,4,6,2009,215491
117,4,8,1994,218340
63,2,9,1986,101717
109,5,6,1959,341839
87,3,9,1968,203617
106,4,1,1973,188441
63,2,8,2008,125574
79,3,2,1967,208583
101,5,10,1979,270596
69,3,7,1976,151990
58,1,5,1999,100172
82,4,1,1956,261162
105,5,7,1977,230089
99,3,2,1973,196961
115,5,2,1985,252561
106,4,6,1977,196012
52,2,6,2019,100335
58,2,1,1989,93204
92,4,7,1955,278809
82,3,3,1960,235146
95,4,5,2019,202023
65,2,3,2003,135645
57,2,4,1954,139784
74,2,4,1955,165999
88,4,4,2021,217336
79,2,7,2015,170748
118,5,4,1966,328529
68,3,6,1950,209307
56,2,3,1975,114200
97,4,3,2003,236985
107,5,10,1977,205039
120,4,10,1992,300924
54,1,10,1956,102926
118,4,7,1974,242872
86,4,9,2001,216684
81,3,7,2003,137571
90,4,8,1959,239495
92,4,5,1996,204705
106,5,2,2014,259865
120,4,3,1991,288283
93,4,2,2011,196192
57,2,5,2005,121893
91,4,8,1955,251877
90,4,5,1994,155372
54,1,2,1987,72539
53,1,2,1986,82837
117,4,5,1967,280904
114,5,9,1960,280081
63,3,8,1956,189582
120,4,9,1953,418961
54,1,8,1984,93949
75,3,1,1970,172237
56,1,6,1983,109268
50,2,9,1964,96647
110,5,10,1971,266911
105,5,10,1966,232187
51,2,3,2018,87636
51,1,9,1966,93349
83,4,6,1997,163872
117,4,7,1964,306261
52,2,5,1986,90404
103,5,2,1959,339625
117,5,10,1989,291245
91,4,9,1994,195082
54,2,8,1970,129085
117,5,9,1988,308636
115,5,3,1994,288942
99,4,1,2009,190401
82,4,9,2020,206217
87,4,1,2009,196650
87,3,6,1950,243051
95,4,1,1989,180286
71,3,6,1950,244809
109,4,7,1957,266270
87,4,3,2000,192371
97,4,9,1988,184342
90,4,1,1963,189931
66,2,2,1953,166444
97,3,10,2021,188516
104,4,9,1998,243572
101,4,10,1970,281956
78,3,7,1961,185031
103,5,4,2014,252454
76,3,3,2009,143781
74,2,7,1958,147652
79,2,8,2004,142028
82,3,7,1978,189378
64,3,1,2004,119727
54,2,10,2021,96772
95,4,7,2009,178805
79,2,10,1978,150867
59,1,9,2004,100471
108,5,5,1988,287735
120,4,10,1961,319159
75,2,8,1982,126411
100,5,10,1968,286723
99,3,4,1983,222088
86,4,8,1962,256603
61,3,7,1984,130811
93,3,1,1967,217128
94,4,2,1961,306030
53,2,7,2008,79906
118,5,9,1989,280323
52,1,10,1974,90358
103,4,9,1996,246170
64,3,6,1950,200421
111,5,7,1983,230552
113,4,6,1972,279062
84,4,2,1973,150800
85,4,5,1955,223288
98,4,8,1975,171401
118,5,8,2019,232704
64,3,2,1967,148827
55,2,1,1977,98615
93,3,2,1990,164403
86,3,2,2020,197404
102,4,3,1986,229661
116,5,4,1963,282684
55,1,4,1973,85324
63,3,4,2004,105922
93,3,6,2014,159317
56,2,10,1950,147303
102,5,8,2020,230665
96,4,3,1951,266030
87,3,7,1965,176956
53,2,10,1995,110830
93,3,1,1953,203827
55,1,9,2011,101530
88,4,2,1969,220249
59,1,8,1991,88061
55,1,1,2019,84229
93,3,6,1989,162944
69,3,7,1958,200916
54,1,10,1962,128776
115,4,9,1975,225554
104,5,6,1980,220873
92,4,6,2003,174436
115,4,9,1973,302868
105,4,5,1973,212913
77,2,4,2016,122509
73,2,10,2000,148033
92,3,4,1980,203577
60,2,3,1993,97346
98,4,8,1989,211240
87,4,6,1977,219026
67,3,10,1990,129627
115,4,10,2008,295899
117,5,7,1960,383177
61,3,10,2009,130682
74,2,6,1967,176355
84,3,1,1968,186276
79,2,3,1975,159694
117,5,4,2001,291836
62,2,5,1989,103678
105,4,10,2010,192241
82,3,9,2013,133713
57,1,3,1987,101832
89,3,2,2022,198094
62,2,3,1956,176485
113,4,1,1955,336573
74,3,9,2011,157124
111,5,9,1990,231387
92,4,5,1976,181861
112,4,8,1993,222036
91,3,7,1963,179957
74,2,10,1958,164540
61,2,6,2019,124888
97,4,3,2014,213092
89,4,5,1955,235308
69,2,8,1970,138162
111,5,10,2022,258351
71,2,10,2000,127082
68,2,5,2016,101638
60,2,6,1958,160068
51,2,5,2002,91803
91,4,7,1963,210476
69,2,7,1969,159579
111,5,3,1973,217503
97,4,8,2010,211620
60,3,6,1980,99036
65,2,8,2011,112919
98,3,2,2000,179762
103,5,2,1970,232800
106,4,6,1952,348911
77,3,10,1974,155037
58,1,3,2021,84905
120,5,3,1981,295382
82,4,6,1968,193887
117,4,3,1961,348839
91,3,9,1978,147465
100,4,1,2007,173387
75,3,9,1993,138427
120,5,8,1987,310736
105,4,2,1979,247798
107,4,4,1995,197659
72,3,5,1956,175437
104,5,8,2009,241931
50,1,6,1960,86754
110,4,6,1960,311854
115,4,7,1965,326324
111,5,8,2017,302973
93,3,6,1992,169174
95,4,7,1976,243674
82,4,8,2017,173447
96,4,2,2001,202334
67,2,2,1953,196132
78,2,3,1954,201636
74,3,4,1964,191379
82,4,3,1966,235106
76,3,7,1961,216547
99,4,2,1979,232672
107,4,10,1958,357966
62,3,10,1963,147452
108,5,9,1986,246705
89,4,8,1989,211277
52,2,6,1969,115438
77,3,8,2011,159571
83,3,6,1976,155180
95,4,7,1968,272083
97,3,4,1959,289871
114,4,1,1971,286260
94,4,9,1985,190030
93,3,4,2022,159234
62,2,7,2016,123794
112,4,4,1952,379187
68,2,7,2019,110444
116,4,10,1985,200175
109,4,2,2002,279988
80,4,3,1955,249749
83,3,8,1956,193639
111,4,5,1961,325144
94,4,8,1996,225882
113,4,4,1993,228677
76,2,6,1982,130290
108,5,5,2012,283384
110,4,9,1992,225095
108,5,3,1974,240658
71,3,8,2016,112765
67,2,3,2010,112319
61,3,3,1987,141129
114,5,2,1984,235599
83,3,5,2022,158385
78,3,7,1966,180789
78,3,2,1991,185158
87,4,3,2010,205504
98,3,6,1964,253084
110,4,8,1969,219606
76,3,4,1952,223529
89,3,8,1965,203327
56,2,4,2016,81433
111,4,1,2021,211289
69,3,10,1974,157254
94,4,2,2013,165158
108,5,8,2015,220772
53,2,4,1998,77319
51,2,1,1999,91418
91,3,8,2004,186575
100,4,6,2022,178743
71,2,8,1973,150930
120,4,5,1971,228855
69,3,2,1980,111969
70,2,3,2007,106151
70,3,7,1958,193609
71,3,6,1989,161882
69,2,2,2020,112992
106,4,8,2001,247731
76,2,3,1996,132137
99,3,2,1989,160835
70,2,4,1984,135617
102,4,1,1997,205164
103,5,3,1963,267911
120,4,7,1968,304292
70,3,8,2020,114915
65,3,9,1973,115767
104,5,9,1972,221758
89,3,5,1980,157994
64,2,5,1967,122085
71,2,5,2022,130722
109,4,10,1951,308546
109,4,2,1998,193944
57,2,1,1984,83845
113,5,1,1989,240147
68,3,3,2012,119294
93,3,7,1950,312671
119,4,8,1981,277299
63,2,1,1969,133258
73,3,5,1951,228169
118,5,9,1985,316632
87,4,9,1964,207668
90,4,1,2003,174928
104,5,4,2019,250819
111,4,3,2005,191653
118,5,5,1995,281846
62,2,5,1955,165715
91,3,9,1976,152672
73,2,7,1991,149796
55,1,2,1997,92984
102,5,5,1957,318360
79,2,5,2006,114714
51,2,8,2008,80985
98,4,10,1972,180647
77,3,10,2015,171609
89,4,6,1991,203714
85,3,10,1967,233676
57,2,9,1977,124006
86,4,6,2004,215471
70,2,3,1971,114202
78,3,10,2005,136934
101,4,2,1971,198735
107,4,4,2005,269722
70,2,3,1985,116771
105,4,5,2017,189186
62,3,4,2009,131025
101,5,2,1991,258814
63,2,1,1970,108034
74,3,4,2009,149207
90,4,8,1960,293868
103,4,4,1954,270779
91,3,6,2018,186498
50,2,1,1992,93361
75,3,7,1966,201026
94,3,8,1955,301665
83,4,5,1964,239392
73,2,1,1995,105066
68,3,2,2013,122326
93,3,8,1988,188626
58,2,5,2016,111351
113,4,7,1986,213381
62,3,5,1978,128277
87,3,9,1992,200952
111,5,3,1970,254620
55,2,2,1998,105540
77,3,2,1993,125979
116,5,5,1951,474888
105,5,2,1977,209126
71,3,9,1972,141829
97,4,6,1993,238456
103,4,3,1964,252360
104,4,6,2009,205534
81,4,6,2020,170275
66,3,2,2007,135835
72,3,6,1988,128738
93,3,8,1960,241265
54,1,3,1961,110708
82,3,4,2021,193632
96,3,7,1984,188915
66,2,1,1992,104049
81,3,3,1971,189579
72,2,1,1981,124465
68,2,7,1981,104497
83,4,10,2022,186194
114,5,9,1951,359210
61,2,8,2014,114743
114,4,10,1954,319813
56,2,9,1959,109240
52,1,6,1982,101789
71,3,9,1974,124708
110,4,4,1966,259275
63,3,6,1984,126683
86,3,7,1954,256972
69,3,4,2009,119157
75,3,9,1957,188167
63,3,8,1963,157193
88,3,4,1967,216075
106,4,4,2004,184024
60,2,6,1953,153154
85,3,10,1981,138754
96,3,8,2020,216391
81,3,3,1976,143776
98,4,9,1998,200688
107,4,5,1963,269766
50,2,10,1969,110276
73,3,6,1964,149084
94,3,8,1959,279202
86,4,2,1965,264696
101,4,2,1994,201400
109,5,9,1963,258837
115,4,8,1974,233882
69,2,6,1954,194063
97,4,2,1996,169299
67,3,6,1963,169949
106,4,7,2017,215665
66,2,5,1997,133971
76,2,1,1995,109489
105,5,6,1959,352279
91,4,8,2018,193112
80,3,5,1957,255366
119,5,1,2013,257766
62,3,6,1974,123826
115,4,5,2001,271773
76,2,9,2004,147558
94,4,4,1979,173606
95,4,7,1963,292641
81,4,3,1955,226056
82,4,2,1975,194938
111,5,9,1952,300851
119,5,1,1978,281840
78,3,1,2012,151560
97,3,9,1987,217857
85,4,4,1997,183448
101,4,8,1979,258307
86,4,9,1995,198788
81,3,2,1977,177345
66,2,4,2017,98343
120,5,4,2014,261174
81,4,3,2004,199006
69,2,1,1967,153895
102,4,5,1985,228435
112,4,3,2012,284281
118,4,3,1973,248307
59,2,4,2014,126641
78,2,1,1999,128958
93,4,9,1972,176483
70,3,8,1956,199134
83,3,8,2016,170223
62,2,8,1993,123329
53,1,4,1950,132470
103,4,2,1982,188471
72,3,8,2014,138662
57,2,7,2012,88489
114,4,6,2018,261264
70,3,7,1994,131638
88,3,1,2001,149471
95,3,10,1985,217725
114,5,7,2018,235276
117,4,7,2009,260240
78,3,5,1974,176784
116,5,6,1960,331659
68,2,1,1966,133806
70,3,7,2013,114859
88,4,4,1982,214566
117,5,10,1986,234704
110,4,8,1960,322631
86,4,8,1954,251407
110,4,4,1981,241938
112,4,2,1966,238629
119,4,9,2005,269199
106,5,4,1952,425562
55,2,8,1998,81368
106,4,3,2022,258293
66,2,3,1974,144892
84,4,6,2001,151421
116,4,6,1995,278255
112,5,4,2011,262957
90,3,3,1965,247316
104,4,4,1983,243569
76,3,1,1983,113835
52,2,10,1973,102884
99,3,1,2001,174323
81,4,5,2001,200608
83,4,7,1995,188826
56,2,10,1970,126346
76,2,3,1951,168372
110,5,9,2016,279129
76,3,4,2001,122292
83,4,10,2013,195870
71,2,1,2017,99324
50,1,8,2018,77388
110,5,6,1962,377783
81,4,10,1974,207448
